,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
289,289,0.08654731393510526,High income volatility,Low annual income inflows,High debit transaction activity,768
290,290,0.05168300173590242,Low net monthly cash flow,Irregular paycheck deposits,High spending related to debt obligations,795
291,291,0.6445348731001929,Low minimum monthly balance,High transaction volume,Large fluctuations in monthly balances,620
292,292,0.17990747925446696,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,726
293,293,0.8186242676258757,High transaction volume,Low minimum monthly balance,High proportion of income spent on essentials,575
294,294,0.38100475107115556,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Frequent automotive-related expenses,674
295,295,0.23890362299004933,Low minimum monthly balance,Low average monthly balance,Large fluctuations in monthly balances,708
296,296,0.07432103696666709,High proportion of income spent on essentials,Frequent transfers to external accounts,Frequent automotive-related expenses,776
297,297,0.08753991477267373,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,767
298,298,0.15734442547096458,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,734
299,299,0.0902315455781927,Low minimum monthly balance,Highly variable monthly net cash flow,Large fluctuations in monthly balances,766
300,300,0.09491050450302133,High proportion of income spent on essentials,High income volatility,Low net monthly cash flow,763
301,301,0.3696009640894237,Low minimum monthly balance,Low net monthly cash flow,Frequent automotive-related expenses,677
302,302,0.30694681891452774,Low minimum monthly balance,Low average monthly balance,Limited savings account activity,691
303,303,0.13503209307403535,High proportion of income spent on essentials,High spending on essential services,Frequent automotive-related expenses,743
304,304,0.05697182374025945,High income volatility,Frequent cash withdrawals,High debit transaction activity,790
305,305,0.11762485540362315,Frequent internal transfers between accounts,Irregular paycheck deposits,Low net monthly cash flow,751
306,306,0.08059244843133861,Low net monthly cash flow,Irregular paycheck deposits,High discretionary entertainment spending,772
307,307,0.15119057801097616,Frequent internal transfers between accounts,High credit card payment activity,Frequent transfers to external accounts,736
308,308,0.1375278166221185,High income volatility,Frequent cash withdrawals,Low annual income inflows,742
309,309,0.1164701303223833,Frequent cash withdrawals,High income volatility,High proportion of income spent on essentials,751
310,310,0.1495966747253994,Frequent cash withdrawals,Frequent automotive-related expenses,High credit card payment activity,737
311,311,0.07732141262067917,High proportion of income spent on essentials,Frequent cash withdrawals,Low net monthly cash flow,774
312,312,0.18517862719221684,Multiple active debt-related expense categories,High income volatility,Frequent cash withdrawals,724
313,313,0.05402368991367228,High income volatility,High spending related to debt obligations,High debit transaction activity,793
314,314,0.17990747925446696,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,726
315,315,0.07424067023293077,Frequent internal transfers between accounts,High income volatility,High discretionary entertainment spending,776
316,316,0.18918558629283944,High proportion of income spent on essentials,Frequent internal transfers between accounts,Limited savings account activity,723
317,317,0.11750815211903531,Frequent internal transfers between accounts,Low net monthly cash flow,High discretionary entertainment spending,751
318,318,0.15143090263128048,Short observable income history,High credit card payment activity,High spending on essential services,736
319,319,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
320,320,0.20903798485970515,Frequent internal transfers between accounts,High income volatility,High credit card payment activity,717
321,321,0.4453557722658153,Low minimum monthly balance,Frequent internal transfers between accounts,High income volatility,661
322,322,0.3504218702634837,Low minimum monthly balance,Low average monthly balance,High proportion of income spent on essentials,681
323,323,0.18019403270679835,Frequent automotive-related expenses,High miscellaneous spending,High discretionary entertainment spending,726
324,324,0.3822120410188952,Low minimum monthly balance,Limited savings account activity,High proportion of income spent on essentials,674
325,325,0.26347915185429865,Multiple active debt-related expense categories,Frequent internal transfers between accounts,Highly variable monthly net cash flow,701
326,326,0.2420699500160339,Limited savings account activity,Frequent internal transfers between accounts,Low net monthly cash flow,707
327,327,0.04181933185908319,High proportion of income spent on essentials,High discretionary entertainment spending,Irregular paycheck deposits,807
328,328,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
329,329,0.09545645529656455,Low minimum monthly balance,High proportion of income spent on essentials,Frequent cash withdrawals,762
330,330,0.30977605295650035,Low minimum monthly balance,Frequent internal transfers between accounts,Low average monthly balance,690
331,331,0.09376632496127023,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,763
332,332,0.1887362141238282,Frequent internal transfers between accounts,Frequent transfers to external accounts,Low net monthly cash flow,723
333,333,0.21109225299592968,High transaction volume,High income volatility,High spending on essential services,716
334,334,0.05496743689334876,Frequent internal transfers between accounts,Limited length of transaction history,Irregular paycheck deposits,792
